,filename,label,number
0,6_79.jpg,1,6
1,8_40.jpg,1,8
2,8_97.jpg,1,8
3,8_83.jpg,1,8
4,9_28.jpg,1,9
5,9_15.jpg,1,9
6,9_29.jpg,1,9
7,6_122.jpg,1,6
8,6_93.jpg,1,6
9,8_82.jpg,1,8
10,8_96.jpg,1,8
11,6_44.jpg,1,6
12,6_91.jpg,1,6
13,9_16.jpg,1,9
14,6_90.jpg,1,6
15,6_121.jpg,1,6
16,6_109.jpg,1,6
17,8_95.jpg,1,8
18,6_43.jpg,1,6
19,8_46.jpg,1,8
20,6_94.jpg,1,6
21,8_85.jpg,1,8
22,6_9.jpg,1,6
23,8_84.jpg,1,8
24,6_81.jpg,1,6
25,6_54.jpg,1,6
26,8_86.jpg,1,8
27,9_39.jpg,1,9
28,9_10.jpg,1,9
29,8_87.jpg,1,8
30,6_55.jpg,1,6
31,5_38.jpg,1,5
32,5_77.jpg,1,5
33,5_63.jpg,1,5
34,9_3.jpg,1,9
35,9_113.jpg,1,9
36,9_2.jpg,1,9
37,5_89.jpg,1,5
38,5_62.jpg,1,5
39,5_76.jpg,1,5
40,5_74.jpg,1,5
41,9_0.jpg,1,9
42,6_25.jpg,1,6
43,5_123.jpg,1,5
44,9_48.jpg,1,9
45,9_60.jpg,1,9
46,9_61.jpg,1,9
47,6_24.jpg,1,6
48,5_8.jpg,1,5
49,8_19.jpg,1,8
50,8_105.jpg,1,8
51,9_71.jpg,1,9
52,9_59.jpg,1,9
53,9_70.jpg,1,9
54,9_4.jpg,1,9
55,6_21.jpg,1,6
56,5_66.jpg,1,5
57,5_99.jpg,1,5
58,6_37.jpg,1,6
59,8_106.jpg,1,8
60,8_107.jpg,1,8
61,6_36.jpg,1,6
62,5_67.jpg,1,5
63,5_73.jpg,1,5
64,5_56.jpg,1,5
65,5_42.jpg,1,5
66,5_6.jpg,1,5
67,5_80.jpg,1,5
68,5_57.jpg,1,5
69,5_41.jpg,1,5
70,5_102.jpg,1,5
71,9_69.jpg,1,9
72,9_124.jpg,1,9
73,9_68.jpg,1,9
74,8_120.jpg,1,8
75,6_11.jpg,1,6
76,5_50.jpg,1,5
77,8_118.jpg,1,8
78,9_78.jpg,1,9
79,6_14.jpg,1,6
80,5_92.jpg,1,5
81,5_51.jpg,1,5
82,5_45.jpg,1,5
83,9_47.jpg,1,9
84,5_111.jpg,1,5
85,8_12.jpg,1,8
86,6_17.jpg,1,6
87,5_35.jpg,1,5
88,8_49.jpg,1,8
89,6_64.jpg,1,6
90,6_116.jpg,1,6
91,9_20.jpg,1,9
92,6_7.jpg,1,6
93,6_103.jpg,1,6
94,6_117.jpg,1,6
95,6_65.jpg,1,6
96,6_98.jpg,1,6
97,6_101.jpg,1,6
98,6_5.jpg,1,6
99,9_22.jpg,1,9
100,6_114.jpg,1,6
101,6_100.jpg,1,6
102,5_23.jpg,1,5
103,6_104.jpg,1,6
104,9_33.jpg,1,9
105,9_27.jpg,1,9
106,9_32.jpg,1,9
107,6_1.jpg,1,6
108,6_88.jpg,1,6
109,8_72.jpg,1,8
110,5_26.jpg,1,5
111,8_58.jpg,1,8
112,6_75.jpg,1,6
113,9_18.jpg,1,9
114,9_31.jpg,1,9
115,6_112.jpg,1,6
