,filename,label
0,imgs/blue_eye/bl314822_1_3.jpg,0
1,imgs/blue_eye/bl31466_1_3.jpg,0
2,imgs/blue_eye/bl1135117_1_2.jpg,0
3,imgs/blue_eye/bl214036_1_1.jpg,0
4,imgs/blue_eye/bl07742_1_1.jpg,0
5,imgs/blue_eye/bl1135059_1_1.jpg,0
6,imgs/blue_eye/bl31466_1_2.jpg,0
7,imgs/blue_eye/bl07739_1_2.jpg,0
8,imgs/blue_eye/bl314822_1_2.jpg,0
9,imgs/blue_eye/bl314611_1_4.jpg,0
10,imgs/blue_eye/bl1135117_1_1.jpg,0
11,imgs/blue_eye/bl214036_1_2.jpg,0
12,imgs/blue_eye/bl1135059_1_2.jpg,0
13,imgs/blue_eye/bl07739_1_1.jpg,0
14,imgs/blue_eye/bl31466_1_1.jpg,0
15,imgs/blue_eye/bl314618_1_2.jpg,0
16,imgs/blue_eye/bl1135116_1_1.jpg,0
17,imgs/blue_eye/bl07743_1_2.jpg,0
18,imgs/blue_eye/bl1135120_1_2.jpg,0
19,imgs/blue_eye/bl314823_1_1.jpg,0
20,imgs/blue_eye/bl314618_1_1.jpg,0
21,imgs/blue_eye/bl1135116_1_2.jpg,0
22,imgs/blue_eye/bl314611_1_3.jpg,0
23,imgs/blue_eye/bl07743_1_1.jpg,0
24,imgs/blue_eye/bl1135120_1_1.jpg,0
25,imgs/blue_eye/bl314823_1_2.jpg,0
26,imgs/blue_eye/bl314613_1_1.jpg,0
27,imgs/blue_eye/bl1135114_1_1.jpg,0
28,imgs/blue_eye/bl113510_1_1.jpg,0
29,imgs/blue_eye/bl113519_1_2.jpg,0
30,imgs/blue_eye/bl314821_1_1.jpg,0
31,imgs/blue_eye/bl314831_1_1.jpg,0
32,imgs/blue_eye/bl31465_1_1.jpg,0
33,imgs/blue_eye/bl314613_1_2.jpg,0
34,imgs/blue_eye/bl1135114_1_2.jpg,0
35,imgs/blue_eye/bl113510_1_2.jpg,0
36,imgs/blue_eye/bl113519_1_1.jpg,0
37,imgs/blue_eye/bl314831_1_3.jpg,0
38,imgs/blue_eye/bl314821_1_2.jpg,0
39,imgs/blue_eye/bl31465_1_2.jpg,0
40,imgs/blue_eye/bl1135115_1_2.jpg,0
41,imgs/blue_eye/bl113511_1_2.jpg,0
42,imgs/blue_eye/bl314612_1_2.jpg,0
43,imgs/blue_eye/bl113518_1_1.jpg,0
44,imgs/blue_eye/bl07749_1_2.jpg,0
45,imgs/blue_eye/bl314820_1_2.jpg,0
46,imgs/blue_eye/bl314624_1_1.jpg,0
47,imgs/blue_eye/bl1135115_1_1.jpg,0
48,imgs/blue_eye/bl113511_1_1.jpg,0
49,imgs/blue_eye/bl314816_1_2.jpg,0
50,imgs/blue_eye/bl113518_1_2.jpg,0
51,imgs/blue_eye/bl07749_1_1.jpg,0
52,imgs/blue_eye/bl314820_1_1.jpg,0
53,imgs/blue_eye/bl314816_1_3.jpg,0
54,imgs/blue_eye/bl314624_1_2.jpg,0
55,imgs/blue_eye/bl214038_1_1.jpg,0
56,imgs/blue_eye/bl314835_1_1.jpg,0
57,imgs/blue_eye/bl214043_1_2.jpg,0
58,imgs/blue_eye/bl214031_1_2.jpg,0
59,imgs/blue_eye/bl314819_2_2.jpg,0
60,imgs/blue_eye/bl314621_1_3.jpg,0
61,imgs/blue_eye/bl113514_1_1.jpg,0
62,imgs/blue_eye/bl1135110_1_1.jpg,0
63,imgs/blue_eye/bl1135119_1_2.jpg,0
64,imgs/blue_eye/bl214038_1_2.jpg,0
65,imgs/blue_eye/bl314835_1_2.jpg,0
66,imgs/blue_eye/bl314825_1_2.jpg,0
67,imgs/blue_eye/bl214043_1_1.jpg,0
68,imgs/blue_eye/bl214031_1_1.jpg,0
69,imgs/blue_eye/bl314819_2_1.jpg,0
70,imgs/blue_eye/bl113514_1_2.jpg,0
71,imgs/blue_eye/bl1135110_1_2.jpg,0
72,imgs/blue_eye/bl314825_1_3.jpg,0
73,imgs/blue_eye/bl1135119_1_1.jpg,0
74,imgs/blue_eye/bl314834_1_2.jpg,0
75,imgs/blue_eye/bl214042_1_1.jpg,0
76,imgs/blue_eye/bl214030_1_1.jpg,0
77,imgs/blue_eye/bl113515_1_3.jpg,0
78,imgs/blue_eye/bl314616_1_3.jpg,0
79,imgs/blue_eye/bl1135111_1_2.jpg,0
80,imgs/blue_eye/bl1135118_1_1.jpg,0
81,imgs/blue_eye/bl314834_1_3.jpg,0
82,imgs/blue_eye/bl214042_1_2.jpg,0
83,imgs/blue_eye/bl214030_1_2.jpg,0
84,imgs/blue_eye/bl314616_1_1.jpg,0
85,imgs/blue_eye/bl113515_1_1.jpg,0
86,imgs/blue_eye/bl1135111_1_1.jpg,0
87,imgs/blue_eye/bl1135118_1_2.jpg,0
88,imgs/blue_eye/bl07746_1_1.jpg,0
89,imgs/blue_eye/bl314826_1_2.jpg,0
90,imgs/blue_eye/bl314826_1_3.jpg,0
91,imgs/blue_eye/bl1135113_1_2.jpg,0
92,imgs/blue_eye/bl113517_1_2.jpg,0
93,imgs/blue_eye/bl314614_1_2.jpg,0
94,imgs/blue_eye/bl07746_1_2.jpg,0
95,imgs/blue_eye/bl314622_1_2.jpg,0
96,imgs/blue_eye/bl214032_1_2.jpg,0
97,imgs/blue_eye/bl314836_1_1.jpg,0
98,imgs/blue_eye/bl214032_1_3.jpg,0
99,imgs/blue_eye/bl1135113_1_1.jpg,0
100,imgs/blue_eye/bl314622_1_3.jpg,0
101,imgs/blue_eye/bl113517_1_1.jpg,0
102,imgs/blue_eye/bl314614_1_1.jpg,0
103,imgs/blue_eye/bl314827_1_1.jpg,0
104,imgs/blue_eye/bl314834_2_2.jpg,0
105,imgs/blue_eye/bl314818_1_1.jpg,0
106,imgs/blue_eye/bl314615_1_1.jpg,0
107,imgs/blue_eye/bl113516_1_1.jpg,0
108,imgs/blue_eye/bl314827_1_2.jpg,0
109,imgs/blue_eye/bl314834_2_1.jpg,0
110,imgs/blue_eye/bl314818_1_2.jpg,0
111,imgs/blue_eye/bl314615_1_2.jpg,0
112,imgs/blue_eye/bl113516_1_2.jpg,0
0,imgs/yellow_eye/yel4142048_1_4.jpg,1
1,imgs/yellow_eye/yel4142050_1_3.jpg,1
2,imgs/yellow_eye/yel4142040_1_3.jpg,1
3,imgs/yellow_eye/yel3141645_1_3.jpg,1
4,imgs/yellow_eye/yel4142048_1_5.jpg,1
5,imgs/yellow_eye/yel03_1_1.jpg,1
6,imgs/yellow_eye/yel4142049_1_2.jpg,1
7,imgs/yellow_eye/yel13_1_3.jpg,1
8,imgs/yellow_eye/yel12_1_6.jpg,1
9,imgs/yellow_eye/yel4142050_1_1.jpg,1
10,imgs/yellow_eye/yel4142040_1_1.jpg,1
11,imgs/yellow_eye/yel4142041_1_4.jpg,1
12,imgs/yellow_eye/yel12_1_7.jpg,1
13,imgs/yellow_eye/yel03_1_2.jpg,1
14,imgs/yellow_eye/yel13_1_2.jpg,1
15,imgs/yellow_eye/yel3141636_1_1.jpg,1
16,imgs/yellow_eye/.DS_Store,1
17,imgs/yellow_eye/yel012_1_1.jpg,1
18,imgs/yellow_eye/yel02_1_2.jpg,1
19,imgs/yellow_eye/yel4142049_1_4.jpg,1
20,imgs/yellow_eye/yel4142033_1_2.jpg,1
21,imgs/yellow_eye/yel012_1_2.jpg,1
22,imgs/yellow_eye/yel4142041_1_3.jpg,1
23,imgs/yellow_eye/yel3141636_1_3.jpg,1
24,imgs/yellow_eye/yel02_1_1.jpg,1
25,imgs/yellow_eye/yel4142033_1_3.jpg,1
26,imgs/yellow_eye/yel4142031_1_1.jpg,1
27,imgs/yellow_eye/yel4142219_1_3.jpg,1
28,imgs/yellow_eye/yel3141647_1_4.jpg,1
29,imgs/yellow_eye/yel2133420_1_2.jpg,1
30,imgs/yellow_eye/yel4142219_1_2.jpg,1
31,imgs/yellow_eye/yel010_1_1.jpg,1
32,imgs/yellow_eye/yel18_1_6.jpg,1
33,imgs/yellow_eye/yel112_1_5.jpg,1
34,imgs/yellow_eye/yel3141646_1_2.jpg,1
35,imgs/yellow_eye/yel2133420_1_1.jpg,1
36,imgs/yellow_eye/yel4142031_1_3.jpg,1
37,imgs/yellow_eye/yel010_1_2.jpg,1
38,imgs/yellow_eye/yel4142039_1_1.jpg,1
39,imgs/yellow_eye/yel2133421_1_1.jpg,1
40,imgs/yellow_eye/yel4142030_1_2.jpg,1
41,imgs/yellow_eye/yel4142218_1_1.jpg,1
42,imgs/yellow_eye/yel3141647_1_3.jpg,1
43,imgs/yellow_eye/yel011_1_2.jpg,1
44,imgs/yellow_eye/yel01_1_3.jpg,1
45,imgs/yellow_eye/yel11_1_3.jpg,1
46,imgs/yellow_eye/yel2133421_1_2.jpg,1
47,imgs/yellow_eye/yel4142030_1_1.jpg,1
48,imgs/yellow_eye/yel4142218_1_3.jpg,1
49,imgs/yellow_eye/yel3141646_1_5.jpg,1
50,imgs/yellow_eye/yel2133421_1_3.jpg,1
51,imgs/yellow_eye/yel11_1_2.jpg,1
52,imgs/yellow_eye/yel01_1_2.jpg,1
53,imgs/yellow_eye/yel4142039_1_3.jpg,1
54,imgs/yellow_eye/yel011_1_1.jpg,1
55,imgs/yellow_eye/yel04_1_2.jpg,1
56,imgs/yellow_eye/yel4142035_1_1.jpg,1
57,imgs/yellow_eye/yel3141642_1_1.jpg,1
58,imgs/yellow_eye/yel3141652_1_3.jpg,1
59,imgs/yellow_eye/yel15_1_4.jpg,1
60,imgs/yellow_eye/yel04_1_1.jpg,1
61,imgs/yellow_eye/yel4142047_1_3.jpg,1
62,imgs/yellow_eye/yel4142047_1_2.jpg,1
63,imgs/yellow_eye/yel4142035_1_2.jpg,1
64,imgs/yellow_eye/yel05_1_1.jpg,1
65,imgs/yellow_eye/yel4142034_1_3.jpg,1
66,imgs/yellow_eye/yel3141653_1_3.jpg,1
67,imgs/yellow_eye/yel4142046_1_3.jpg,1
68,imgs/yellow_eye/yel05_1_2.jpg,1
69,imgs/yellow_eye/yel4142046_1_1.jpg,1
70,imgs/yellow_eye/yel3141653_1_1.jpg,1
71,imgs/yellow_eye/yel2133418_1_1.jpg,1
72,imgs/yellow_eye/yel07_1_1.jpg,1
